	16x16 matter + Z2							16x16 matter + Z2							16x16 pure Z2	16x16 pure Z2	16x16 pure Z2								
	g=0.33	g=0.33	g=0.33	g=0.33	g=0.33	g=0.33		g=0.4	g=0.4	g=0.4	g=0.4	g=0.4	g=0.4												
Area	J=0.02	J=0.1	J=0.2	J=0.3	J=0.4	J=0.5		J=0.02	J=0.1	J=0.2	J=0.3	J=0.4	J=0.5		g=0.2	g=0.33	g=0.4								
1	-0.0577003493489968	-0.0597289327159681	-0.0561379127655726	-0.0541424872247827	-0.0543428820272708	-0.0515155945237059		-0.0781505972341209	-0.0843334843068749	-0.0893727744784559	-0.0848639782652114	-0.0844536832785057	-0.081309323163084		-0.0214749055696986	-0.141845548811963	-0.389035416940881								
9	-0.180689699756275	-0.185417278323052	-0.179856740477713	-0.172393182271468	-0.1697353242437	-0.163848508084573		-0.246485154318846	-0.271616674498597	-0.277723373198052	-0.271759010896232	-0.261904521150575	-0.255042511069727		-0.0703151133617075	-0.619095083990719	-2.22605321278455								
25	-0.30359762558322	-0.31229660153201	-0.302311753538918	-0.291976050717733	-0.282195776163986	-0.272839606153179		-0.41019826116064	-0.454546806365104	-0.469413607837605	-0.45665474852556	-0.441689240240111	-0.430799262913376		-0.119944380565808	-1.25354877076193	-5.47401015308411								
49	-0.427028550299992	-0.434194555910593	-0.424992834335916	-0.410540121559945	-0.396948923793187	-0.385612603377828		-0.572458961971565	-0.637722991961498	-0.663458106012003	-0.649743156341945	-0.616526434697524	-0.607425327431374		-0.164749608327727	-2.09928293887472	-9.81602642771167								
81	-0.547204663264211	-0.559458194565616	-0.544555026649856	-0.531802569764395	-0.510185818861243	-0.494855585094016		-0.796183390322908	-0.833572850306264	-0.851769736170431	-0.824333609744818	-0.802058624138724	-0.775093953851957		-0.219982744492341	-3.31202119384577	-16.2538175926959								
121	-0.680759456839861	-0.692360976854476	-0.676280528983224	-0.648212401847519	-0.627726238934997	-0.611005349771763		-1.25243824502278	-1.10047127476366	-1.0595537770195	-1.03810879161927	-0.992164947412045	-0.955531491703811		-0.275964351966258	-5.063687289548	-24.7701472812854								
